KO_ID	KO_function	SRS011086	SRS011098	SRS011115	SRS011126	SRS011140	SRS011152	SRS011243	SRS011255	SRS011306	SRS011343	SRS012279	SRS012285	SRS012916	SRS012922	SRS012983	SRS012989	SRS013164	SRS013170	SRS013234	SRS013252	SRS013502	SRS013533	SRS1041114	SRS1055046	SRS1055048	SRS1055055	SRS1055059	SRS149647	SRS149671	SRS149690	SRS149696	SRS149720	SRS149882	SRS149961	SRS149973	SRS150032	SRS893272	SRS893325	SRS893332	SRS893338	SRS893352	SRS893353	SRS893355	SRS893363	SRS893385
K00939	adenylate kinase [EC:2.7.4.3]	1176.6826	1494.6086	4447.7324	2181.813	2116.0375	1565.8624	1490.03	865.2518	4161.3094	1150.5608	3798.3493	2230.5692	5972.142400000001	1909.8427	3311.5642000000003	712.6991	2857.0795	1466.9174	2304.1373	2270.7233	1087.0388	988.5523	905.7127	1196.0103	505.0788	472.4661	998.6072	3211.3329	4258.7776	2896.376	841.9292	1642.8386	1379.7018	4295.1887	2921.4877	961.1863	753.1346	437.6592	397.4416	1060.1548	1829.8817	1293.5614	752.0229	672.3682	1325.982
K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]	1363.8516	1280.9295	2685.0089000000003	2344.2575	1347.2264	1357.8373	1691.4786	522.2373	2155.3557	1127.9172	1162.9473	1786.5723	3331.0047999999997	1699.2374	2019.6642	707.3661999999999	1777.2821	1024.916	669.0539	1828.8912	567.9343	725.2941	301.1919	812.8273	955.1238	296.4735	640.9933	2917.2923	3307.5115	716.1778	1087.9174	514.4124	800.86	2218.7576	2070.6506	471.5876	472.6463	488.7138	147.2832	676.3439	755.8313	791.7426	617.9052	421.99260000000004	1517.1964
K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	425.6992	486.6567	1638.2054	1281.5379	477.25759999999997	825.9441	636.1371	277.5503	930.4594999999999	616.929	1515.4438	545.8731	1428.7109	1808.6495	2026.5240999999999	621.8587	1380.7482	412.4002	448.36129999999997	775.0293	523.4784999999999	240.6771	285.249	453.3259	373.4179	105.1392	733.8506	1407.1594	2420.9447	999.1168	696.7891	528.3580000000001	875.5840000000001	2387.2207	451.39349999999996	398.1141	252.16209999999998	216.183	59.9675	710.8298	990.9276	319.7444	392.9224	399.7938	1003.4154
K00942	guanylate kinase [EC:2.7.4.8]	1893.5785	1243.8931	4001.3102	2116.8351000000002	1557.167	1422.5015	1687.5329	898.6107	3695.5544	1050.8503	3434.5895	1968.7733	5601.158	1554.3968	3046.5388	764.6675	2984.9877	1396.8488	1977.4805	2466.1238	937.6322	825.1123	705.739	1093.1359	615.6916	544.9886	970.7225	2834.1844	4914.0382	2473.4229	1062.6187	1754.0946	1374.9973	4163.7578	1906.5975	821.1975	562.8288	440.1605	326.8302	1121.8503	2110.1277	1081.0981	670.8565	732.088	1718.8315
K00943	dTMP kinase [EC:2.7.4.9]	1473.412	954.9776	2609.105	1999.3829	2398.6878	1382.5699	1718.426	898.4515	2888.0558	1015.7139000000001	2382.1189	1337.951	5200.306500000001	1631.8546	3194.0449	702.1133	2055.4196	1147.1433	1971.5765000000001	2533.0682	961.2381	910.1170999999999	421.0627	872.3657	561.6032	322.8434	679.6431	2752.9758	4875.7498000000005	1648.54	858.3937999999999	1622.6433	1335.8732	3738.8089	1462.2825	660.235	688.1147	554.8257	368.7247	848.6731	1920.4557	1104.4451999999999	553.3482	729.9152	1515.0747
K00945	CMP/dCMP kinase [EC:2.7.4.25]	2092.3514	1066.1218000000001	4637.9947	2420.6526	2091.1463	1406.0091	1909.3857	814.5448	3926.6097999999997	1136.7883	3023.0234	1792.9908	4802.2382	1848.5919	3236.5861	717.2005	2512.7408	1371.9759000000001	2277.5438999999997	2533.9003	980.5205	1075.0339	573.7254	1191.3395	556.9838	407.485	882.3646	2607.6429	6328.3228	2623.7423	1090.6572	1620.6917	1321.5861	4078.0956	1164.7286	766.0073	636.7691	437.3885	257.4513	621.6542000000001	1639.3388	1103.856	674.3977	706.1306	1264.9168
K00946	thiamine-monophosphate kinase [EC:2.7.4.16]	893.2652	937.5058	2528.2167	1887.6855	886.0306	916.7367	1249.0331999999999	636.0334	1819.9427	987.9845	1375.7589	1604.3938	4826.6385	1451.2866	2125.7373000000002	525.3379	2081.2302	1122.2371	415.8002	1357.6182000000001	475.2695	723.7094	344.4847	803.6875	479.6292	365.6478	689.3676	2238.4204	3073.929	1202.9539	871.5702	912.5745	804.6966	2684.1794	1547.3071	513.4721	456.6151	486.3293	237.8953	639.4565	1070.3808	908.8221	682.983	524.7462	1539.1142
K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	2743.1288	879.0404	5932.9796	2897.0077	3089.5559	2501.5354	2091.8101	1091.6999	4798.3256	1414.0593	5069.7302	2209.0981	6193.6478	2318.7154	3671.1283	828.0553	2750.5124	2236.952	3061.3889	3610.6076	1414.6407	1299.2983	985.9725	1459.4181	927.867	652.2745	1161.0023	2882.9012000000002	7526.1969	3298.0416	1104.586	2693.8153	1547.5484999999999	6048.8658	2473.2581999999998	1192.7048	761.1923	764.5236	511.39160000000004	1041.1597	2658.0358	1803.6426	984.878	1040.7888	2350.0211
K00949	thiamine pyrophosphokinase [EC:2.7.6.2]	2107.4846000000002	133.7942	1864.1465	640.0761	1283.7938	453.97880000000004	613.5951	234.3939	2022.8011	214.53719999999998	2231.7666	642.069	1434.2354	270.8397	731.0652	146.1644	1094.5781	351.1131	1655.8203	1032.7652	431.3402	300.34860000000003	389.2101	515.906	96.9502	72.7723	380.3161	686.8172	3544.876	1445.8338	254.1603	890.3753	559.636	2191.365	306.1369	438.4333	242.0521	93.582	209.2005	112.16669999999999	688.2517	791.077	65.6776	426.3522	286.5025
K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	1591.3978	954.5314	3539.2957	2201.3256	1933.7798	1338.2536	2104.6672	725.1677	3088.6329	898.9953	2947.9322	1080.3238	3178.1661	1603.0986	2898.0581	644.7566	2205.2407	1349.8197	1607.012	1733.0619	895.7532	852.4024	671.0867	950.6027	490.11150000000004	458.73879999999997	995.9268	2564.136	6361.964	2175.498	608.811	1276.3894	1001.8964	4336.442	1451.8837999999998	681.133	594.0880999999999	354.7177	316.7935	706.8786	1679.326	1166.1468	389.5364	846.3026	1256.4619
K00951	GTP pyrophosphokinase [EC:2.7.6.5]	0.0	41.2817	0.0	223.0	249.9658	39.7071	0.0	0.0	212.0804	494.699	358.2305	112.8022	39.0004	0.0	0.0	69.4855	870.5191	59.6947	96.876	0.0	0.0	5.7782	33.256	15.0498	59.9379	16.231	18.5244	0.0	96.05109999999999	0.0	118.7311	59.1558	93.0844	102.8	0.0	46.0451	10.9822	0.0	0.0	86.1773	11.1751	17.2964	17.5499	81.6156	342.3813
K00954	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	2818.6234	1183.547	4401.418	2640.8748	2353.3139	1671.7906	1813.0118	897.1940999999999	4128.3853	1327.003	3450.8289	2036.1046000000001	5888.8817	1800.2749	3771.8794000000003	871.1975	2817.2049	1557.4506999999999	2412.7865	2548.4674	1154.1466	868.7915	646.3386	1421.833	759.3039	505.6265	1216.0676	3034.1272	6420.5947	2736.3563	1076.9358	1721.2055	1441.142	4656.0203	1810.1796	1026.9056	650.8201	605.5880999999999	412.99629999999996	981.8076000000001	2169.8926	1447.293	817.3273	953.1122	1828.1825999999999
K00956	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	6.6807	221.8167	900.9971	941.2148	371.80310000000003	547.9857000000001	684.8265	342.0199	543.4199	561.4145	506.1267	938.5819	524.3815999999999	364.3267	1381.9106	561.1071000000001	60.1094	731.738	32.9452	880.7111	42.988200000000006	146.9678	0.0	50.115899999999996	352.25899999999996	257.2468	97.2925	1564.4389999999999	131.8863	44.6104	598.4005	31.6585	461.8284	207.1542	414.1552	182.7094	18.0	175.88	12.7986	618.4283	278.8778	13.7944	510.9137	48.7949	617.7609
K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	0.0	410.193	1084.5356	1325.0532	372.2672	565.7294	682.0921999999999	423.2464	524.5463	614.0426	549.9136	1030.64	553.2773	378.3772	1493.4923	324.5812	67.2713	801.3139	47.8702	1099.1621	138.5439	449.47860000000003	9.4633	50.538900000000005	281.0133	274.5957	183.2602	1142.1041	172.93429999999998	261.4068	657.5224	87.533	569.2089	249.8775	906.0151999999999	222.1989	19.6438	237.4102	11.7415	643.5886	406.90569999999997	19.5499	706.048	44.3417	952.4626999999999
K00962	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	1605.5527	1151.0793	4049.4898	2417.1994	1535.8265999999999	1591.1893	1419.4754	819.8487	2321.6592	1247.9504	3063.6705	1973.3363	6904.8242	1655.645	2745.5218	766.0907	2998.9117	1395.5153	2230.611	2776.7669	1040.5117	978.4765	539.996	1099.3864	487.0491	309.8826	885.7077	2325.9777	5777.4791000000005	1485.2709	966.8691	1668.1885	1254.0175	2805.8818	1732.5040999999999	792.7533	839.2023	500.5096	424.4251	843.5574	2265.9459	1071.8225	617.3095	828.3416	1299.7416
K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1257.0903	816.2287	2387.3197999999998	1506.5898	1465.162	1322.5623	2713.0729	462.6071	2198.5012	964.3235999999999	1603.4153000000001	1515.365	4699.2524	1678.1153	3176.3918	705.054	1789.165	965.1396	1224.6603	1776.6671000000001	804.1191	683.7712	274.8246	740.6076	641.4181	416.62940000000003	623.7083	2336.6437	3617.6059	1432.5488	777.2427	798.9273000000001	1016.4658000000001	2817.4861	2345.2269	673.1131	335.3873	537.7939	351.7505	775.6922	1057.9322	933.4398	584.6948	617.1484	1595.9049
K00965	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	366.653	432.9081	1481.4488	856.2899	435.1848	793.4667	1360.2272	199.2926	1809.0507	783.0557	1551.9085	927.8142	861.8375	1070.8754000000001	830.9412	318.2667	2003.7033000000001	635.9797	2482.7057	777.712	326.02840000000003	175.2365	68.1584	105.7956	224.1354	135.5788	206.7389	823.7948	1150.0406	419.57529999999997	635.1183	603.0506	303.9169	1167.3566	309.2164	235.93359999999998	53.4338	168.2523	62.62050000000001	283.2208	440.6635	222.7566	201.024	234.44299999999998	749.2040000000001
K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	0.0	137.6769	0.0	373.7177	0.0	241.1755	0.0	0.0	0.0	54.2201	0.0	156.0	0.0	0.0	0.0	0.0	0.0	324.5004	0.0	790.1346	0.0	175.9211	0.0	0.0	10.2851	33.5636	5.2843	308.7474	0.0	6.137	0.0	0.0	0.0	0.0	468.3166	0.0	0.0	139.0316	0.0	169.8839	0.0	0.0	219.9731	11.9454	218.6472
K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	1951.0808	1155.6566	3972.3857	2001.2266	2141.0377	1318.3205	1115.2057	931.8765999999999	2723.2838	697.0264	2970.7049	1692.5314	5384.2654	1673.1219	2666.1926000000003	755.4186	1400.2395999999999	1232.2892	1884.6702	1809.2395999999999	849.907	976.7357	567.8851999999999	1092.2467	543.6553	415.2977	968.9674	1945.9544	5090.5335000000005	2044.2479	1087.0158	1595.3067	1326.5817	4262.2217	2139.5218	944.1388000000001	632.8795	574.6174	367.5671	571.2032	1837.5713	1315.4897	759.0915	705.5126	1231.478
K00970	poly(A) polymerase [EC:2.7.7.19]	683.1143999999999	438.9114	1815.6545	1909.0692999999999	941.6123	541.8242	448.09309999999994	621.9221	1190.3542	749.7125	1434.4415999999999	1110.9932000000001	4563.4832	1639.7904	2093.5351	661.0553	1086.6554	861.9312	657.0869	1603.1904	347.87059999999997	568.5332	251.6923	427.53520000000003	301.8755	292.6208	617.9274	2547.3988	2388.1535	917.8196	796.6691	745.7832999999999	751.3793	1639.0843	1214.4077	510.8707	329.471	339.8325	220.3975	779.3852	792.8135	675.3031	796.6066999999999	392.2556	1238.3336
K00971	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	658.5625	574.9312	1836.5497	1079.7525	502.7918	412.53880000000004	397.9668	588.4108	1617.3632	402.4177	1945.4122	1074.5784	4244.8288	713.9439	688.8695	179.8448	1353.0911	839.3445	727.1125999999999	1291.9279	226.381	494.1487	393.3445	945.4413999999999	124.2774	167.1974	608.1602	662.362	2987.1683	1695.2812	265.1232	1197.9158	403.16200000000003	2557.1341	397.39549999999997	385.26	560.6419	124.4247	187.8501	385.60720000000003	1017.9901	958.3908	470.615	428.194	534.6282
K00972	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]	0.0	0.0	22.4916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1993	0.0	42.1644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.5703	24.3502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7663	0.0	0.0	0.0	0.0
K00973	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	896.0374	1186.2245	2403.5153	2010.077	1679.1124	1361.1138	1191.2245	857.7981	2011.6251	591.323	2517.8368	1636.4699	4491.097	1597.1837	2735.9285999999997	588.7478	1336.0245	1409.2754	1663.6323	2438.7225	761.0687	922.8294	365.8694	779.3107	525.5939	395.2303	680.7612	2534.332	4222.9851	1373.4028	1028.6034	1211.136	1230.652	3154.3817	1552.8125	713.0839	591.0516	467.3112	268.94	717.706	1569.3511	887.3685	883.7336	509.5867	1421.5617
K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	697.3221	114.0592	1924.6538	600.2787000000001	666.7627	692.4561	584.2130999999999	100.00529999999999	1905.4118999999998	629.0498	2002.8734	619.8137	1091.0106	316.2984	2029.522	472.92330000000004	909.6163000000001	319.3671	726.8319	652.8886	547.5639	237.2025	23.9847	216.5296	395.46629999999993	77.7363	244.4921	1191.4824	2067.9517	740.9991	551.9141	761.8725999999999	753.9031	1534.2509	248.4377	365.2961	98.5787	81.94290000000001	51.636300000000006	192.1914	613.0338	139.3674	82.868	178.3461	344.5423
K00975	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	2176.5427	420.7324	2960.1299	1974.4739	1440.2283	1326.6732	1635.3166	428.8282	3700.4932	1053.0240999999999	3379.9588	1448.8527000000001	3952.1393	1014.243	1310.6102	224.5487	2353.6063	972.7092	2377.0178	2325.6555	1033.1647	505.738	335.4375	858.9779000000001	325.369	226.6703	556.2855	1690.1819	3913.4559	1027.7902	584.1946	1563.3997	884.887	3154.938	1073.5569	454.044	344.863	360.8311	289.4085	630.95	1591.2521	750.2605	454.64300000000003	499.5235	639.4695
K00978	glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	42.9767	113.79930000000002	459.7412	358.7535	447.9864	103.477	46.869	220.55780000000001	96.1337	99.6531	791.2696	545.3941	286.2074	442.7755	15.0	23.4548	48.5266	193.8307	25.511499999999998	573.1088	27.2115	170.0856	8.38	45.003699999999995	41.5349	29.9844	37.1657	172.9018	114.417	44.5805	337.0413	140.0387	61.6744	416.371	50.6633	27.6832	40.1081	29.6444	7.5331	121.9296	514.7856	49.6528	36.5996	46.556	137.0212
K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	655.3534	239.1496	2810.9849	1610.248	821.2841	817.945	1618.8035	503.5563	2151.4095	751.4325	2018.2876	1404.1870000000001	2084.6246	831.8396	2023.4672	713.5389	1334.9173	906.9012	671.3672	1207.2654	593.9075	437.6634	359.48409999999996	588.2606	324.07579999999996	365.1505	473.7361	1356.6086	3335.2925999999998	1290.6052	803.8409	840.5785999999999	944.7164	2401.4579	755.6423	581.4225	239.16799999999998	188.24460000000002	107.2544	360.3069	1439.577	555.0302	260.8748	469.7337	885.1237
K00980	glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]	583.1417	1245.2308	737.2037	916.5113	518.0499	605.6448	318.5356	391.8118	567.6771	189.2167	980.7776	680.3377	2958.2149000000004	776.3453000000001	680.0725	215.8185	541.9277	625.4961	1005.2733	780.6424000000001	293.4306	272.046	260.8732	504.2704	482.6748	234.7449	372.4701	1753.7082	1597.8711	620.8914	200.59269999999998	281.6684	437.3804	1547.8184	1843.6603	201.8807	397.0568	303.7937	139.3478	929.5574	706.4029	451.822	610.9426	363.2164	1211.8975
K00981	phosphatidate cytidylyltransferase [EC:2.7.7.41]	3145.4835	1522.8763	6772.7919	3662.5337	3374.907	2301.9564	3174.3963	1271.0127	5098.2841	1851.0413	4579.9787	2901.1543	6652.9376	2712.5563	5833.4254	1098.5785	4823.4822	2253.6957	2690.7829	3343.4203	1763.2359	1528.3027	766.2696	1312.6906	1035.424	759.418	1528.307	4745.7261	6639.3442000000005	2444.3704	1502.3922	1619.038	2334.1747	5811.0465	2655.9457	1340.9866	805.6073	766.288	439.1946	1315.4297	1936.6767	1592.2398	1291.6644000000001	953.61	2631.8547
K00982	[glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]	379.0263	730.9552	1939.3004	1349.3301999999999	795.7908	797.0336	1562.2486999999999	289.9911	755.6115	478.84999999999997	440.4363	1264.0556	3217.7428	1276.0499	2857.7437	528.3348	852.6844	525.65	361.6862	1153.5099	213.38150000000002	250.2076	126.26780000000001	343.1314	437.9103	260.5308	476.9362	2414.1304	1032.1873	562.0556	588.6911	319.37390000000005	723.0039999999999	1341.1985	1689.2350999999999	359.0344	378.1483	317.5395	127.33680000000001	371.05809999999997	277.3379	436.8549	455.6604	236.8856	895.0615
K00983	N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]	0.0	11.5393	215.7534	58.7928	58.6856	237.30450000000002	56.8976	10.0	5.6294	511.1947	168.4301	46.378699999999995	5.9435	0.0	33.6823	22.2738	52.057599999999994	37.0	0.0	39.0181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2373	0.0	9.2254	81.9206	27.0532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.569	61.2706
K00984	"streptomycin 3""""-adenylyltransferase [EC:2.7.7.47]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	213.4014	114.82400000000001	1646.9896999999999	723.6283	442.224	604.3431	248.5923	197.8621	1008.3521999999999	275.5157	1008.582	943.7825	1014.0725	1705.545	344.4275	135.5494	190.244	564.8112	68.6849	1468.8955	173.17340000000002	555.7221	393.7516	413.1315	25.1768	57.040299999999995	220.9625	83.9779	2221.3937	718.3313	410.478	413.2644	238.95000000000002	1106.5542	54.3964	40.041	244.6299	55.1868	167.8598	33.0512	463.0745	372.0307	43.6093	577.1166000000001	223.4889
K00989	ribonuclease PH [EC:2.7.7.56]	1107.8829	939.0358	2419.9923	1448.9873	952.0636999999999	793.7563	1338.8267	354.7558	1558.8614	932.3904	1388.2134	1226.5434	4175.6645	1220.6949	2553.1321000000003	643.3462999999999	1586.6741000000002	845.9792	600.2382	1491.7199	594.976	408.2181	212.315	803.0015999999999	436.0089	244.9186	475.2939	2257.1966	2931.3829	1042.5378	642.4832	559.2175	923.5869	2807.063	1592.4785000000002	493.8605	538.1057	419.9	259.3449	762.1741999999999	1066.7589	740.1432	546.3234	463.1136	1142.4192
K00990	[protein-PII] uridylyltransferase [EC:2.7.7.59]	33.076	243.4281	128.9414	1028.2702	316.4253	397.60949999999997	789.1602	75.9758	212.4996	669.4276	471.9232	557.9505	659.3065	572.2334000000001	2184.6684	347.4662	946.4536	365.6338	86.3178	716.4234	265.4814	334.4295	55.1975	71.189	393.51800000000003	115.5159	286.5535	1757.7597999999998	256.87879999999996	25.6541	417.5729	84.5278	621.8055999999999	448.1095	480.09839999999997	44.422399999999996	46.2362	168.1762	26.8629	332.7614	14.3044	7.0545	150.8835	115.6696	669.9492
K00991	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	237.6331	208.045	1330.9204	976.1303	441.2771	577.9215	1088.8773	101.7145	1185.4841	654.1342	802.3544	646.5008	4219.4012	335.2943	1796.4338	491.0546	1425.4451999999999	500.4487	169.5435	880.8204999999999	270.03340000000003	393.34389999999996	106.1079	253.6739	277.276	185.1453	350.9575	1594.2895	1573.6229999999998	966.4684	393.7912	521.5522	602.7194000000001	1358.7640000000001	317.0928	304.3779	54.9209	275.13300000000004	43.191	321.9611	545.1263	211.7382	313.19350000000003	162.6163	618.6
K00992	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]	142.9495	17.597	941.9535999999999	451.9154	340.8116	106.1473	195.4971	154.2621	516.0723	17.410800000000002	385.6308	189.1216	1084.2412	517.7375	1677.7902	383.02349999999996	325.0922	148.64440000000002	130.0511	153.1585	90.4598	97.1097	225.4015	150.1796	386.23080000000004	135.55669999999998	259.3784	1690.7774	864.2046999999999	757.6781	259.6367	387.9529	595.1796	851.4603	133.1466	209.5758	146.9452	109.08340000000001	40.8873	72.6702	241.77689999999998	233.1332	37.5821	132.239	361.2365
K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	2559.1621	1078.094	2263.5971	1723.4595	1815.4003	1420.9471	1366.8289	518.3794	2576.4296	1075.331	2304.6258	1303.0881	3286.864	1766.078	1693.1715	718.4348	1598.452	876.4784	1647.2107	1657.6627	1025.2635	834.5548	313.8195	581.7143	552.1641	354.38870000000003	414.2051	1979.0149999999999	3051.4058	1466.9957	890.0391000000001	1050.943	601.3945	1884.1292	1920.5691	601.5435	377.71410000000003	393.2954	237.7254	546.046	801.1549	628.9773	720.7688	440.938	1468.406
K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	2605.4063	1193.297	2674.0353	1361.4404	1817.9926	1189.5695	1001.7255	455.7534	1698.5547	608.8571000000001	1846.2616	1244.845	5053.091	1199.1471999999999	2506.9105	816.5654999999999	995.9709	962.5462	2518.1498	2199.8462	677.6974	768.3205	429.5848	1032.7293	586.635	402.059	875.2806	3256.0108	5036.6765	1783.2568	784.1682	1242.5189	1076.3164	3820.2579	2480.8743999999997	690.8837	508.1797	555.9589	355.7516	606.4719	1715.122	1315.063	584.5056999999999	543.3782	1563.0464
K00998	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	96.4408	55.0563	612.6392000000001	224.2339	245.4595	269.6378	1284.7683	0.0	841.3466	501.8644	264.823	165.8991	58.1564	183.4335	31.2707	116.1696	1033.1096	137.304	144.981	35.0	203.2544	31.5811	27.7463	0.0	86.3077	19.405	130.5658	47.338499999999996	103.66489999999999	96.4493	103.8018	48.073899999999995	76.5344	90.2778	0.0	0.0	0.0	21.8275	0.0	79.0	7.731	20.3538	5.519	67.2975	137.7982
K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	2571.3674	1281.8654000000001	4835.1676	2605.3926	2061.4853	1573.2597	1585.5035	999.5317	4145.593	1158.1733	3127.0441	2089.9716	7383.3992	1887.8515	3523.0992	825.7193	3059.1077999999998	1803.0644	2117.4921	3136.2569	966.6199	954.3555	737.1733	1429.6904	587.9009	478.5247	1097.9514	3189.9526	5956.5627	1988.3482999999999	1220.9877000000001	1720.3838	1354.7093	4667.2647	1966.2402	984.8194	813.7409	569.0575	345.8839	892.005	2074.0457	1321.5347	749.3226	791.2723	1759.124
K01002	phosphoglycerol transferase [EC:2.7.8.20]	38.9003	57.8789	260.739	228.7493	88.05609999999999	58.5803	20.391	12.6617	225.8047	19.7656	111.2442	69.32679999999999	803.8747000000001	17.603	43.506	26.896	74.4783	133.5099	7.2092	235.63029999999998	50.9145	42.6658	0.0	64.6008	11.1249	5.2152	10.819	11.278	510.7108	86.1861	6.4732	38.9409	23.5652	191.4254	7.4841	18.8478	47.879599999999996	0.0	4.7624	0.0	119.035	4.1568	0.0	59.1595	35.7436
K01004	phosphatidylcholine synthase [EC:2.7.8.24]	315.87530000000004	106.9631	654.8501	236.7853	97.9092	174.9183	0.0	97.4573	130.914	41.7656	438.8209	313.3867	2430.6473	9.0949	89.8661	26.062	39.9089	179.3745	50.144	136.7374	54.72749999999999	108.1961	35.8391	507.057	43.6999	13.440100000000001	185.3287	721.8486	597.3116	182.8176	38.6216	119.04270000000001	136.1154	584.9972	357.38480000000004	57.4903	239.581	86.6852	51.447	308.0011	423.478	208.1934	200.3541	133.2999	337.90070000000003
K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	4216.326	2359.8799	4656.2224	3366.3606	4416.2426	3176.104	1830.8455000000001	1259.3682	4360.3345	1073.9881	4255.2584	3025.727	9179.7403	2317.1633	2945.5942	620.3312	2368.2843	2680.6157	6015.6785	4850.1975999999995	1610.4515999999999	2158.4077	715.433	2198.1859	671.4695	684.4963	1296.9069	5170.0317000000005	7541.713400000001	2963.1474	965.7699	2649.4141	1451.7678	6733.6414	4346.8501	1054.9922	1242.1136	1227.3744	654.9472	1880.0733	2919.5474	2241.9843	1329.0049	1085.0716	3090.4914
K01006	pyruvate, orthophosphate dikinase [EC:2.7.9.1]	555.5894999999999	238.02020000000002	1866.4772	466.0512	337.883	347.9172	320.6277	363.5761	990.5982	279.6586	1812.2519	364.133	3664.1353	168.34900000000002	239.9395	5.532	832.9784999999999	330.7029	170.4101	449.3517	235.2319	235.2828	319.2709	850.7082	31.9812	65.26310000000001	221.8422	696.4857999999999	1859.0412	948.2379999999999	78.4099	733.1317	350.3793	1659.8038000000001	694.4364	147.0645	496.6021	127.4525	62.501999999999995	235.3888	485.148	483.2698	219.9839	361.7447	331.1535
K01007	pyruvate, water dikinase [EC:2.7.9.2]	8.2095	95.88859999999998	1369.8053	308.6544	247.5444	121.64500000000001	412.1586	118.4267	215.1554	45.4483	450.7692	268.8492	974.2437	186.2756	1667.9349000000002	332.0722	362.8734	126.4132	191.1256	87.82679999999999	47.204	64.8224	47.7913	191.28	189.5307	122.73010000000001	305.1719	965.8704	274.4541	351.4652	423.8387	276.40970000000004	654.7272	1287.7709	195.0571	169.255	181.894	71.9834	65.684	57.8256	480.27770000000004	298.7285	74.3588	110.0265	396.5571
K01008	selenide, water dikinase [EC:2.7.9.3]	481.6656	162.4705	913.0173	805.4749999999999	607.4996	512.9716	620.3765	123.1924	802.9397	532.6719	1291.9379	487.2214	1218.0579	622.7019	581.2333	101.85210000000001	1380.4876	268.7218	213.1709	315.5547	403.53520000000003	178.5204	252.2438	372.8367	189.4478	64.7986	291.4183	303.4875	1905.8785	283.9868	397.2086	427.2086	309.2561	1342.2151999999999	506.00939999999997	270.2926	147.3346	19.5358	88.6998	232.7773	820.9978	348.3254	69.57679999999999	275.4306	280.0715
K01009	L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103]	0.0	0.0	61.396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
